,2015-12-31,2020-12-31,2025-12-31,2030-12-31,2035-12-31,2040-12-31,2045-12-31,2050-12-31,2055-12-31,2060-12-31,2065-12-31,2070-12-31,2075-12-31,2080-12-31,2085-12-31,2090-12-31,2095-12-31,2100-12-31
0,0.11125499199781087,0.11125499199781087,0.11125499199781087,0.11125499199781087,0.11125499199781087,0.11125499199781087,0.11125499199781087,0.11125499199781087,0.11125499199781087,0.11125499199781087,0.11125499199781087,0.11125499199781087,0.11125499199781087,0.11125499199781087,0.11125499199781087,0.11125499199781087,0.11125499199781087,0.11125499199781087
1,0.7270301115823288,0.7270301115823288,0.7270301115823288,0.7270301115823288,0.7270301115823288,0.7270301115823288,0.7270301115823288,0.7270301115823288,0.7270301115823288,0.7270301115823288,0.7270301115823288,0.7270301115823288,0.7270301115823288,0.7270301115823288,0.7270301115823288,0.7270301115823288,0.7270301115823288,0.7270301115823288
2,1.110453234560167,1.110453234560167,1.110453234560167,1.110453234560167,1.110453234560167,1.110453234560167,1.110453234560167,1.110453234560167,1.110453234560167,1.110453234560167,1.110453234560167,1.110453234560167,1.110453234560167,1.110453234560167,1.110453234560167,1.110453234560167,1.110453234560167,1.110453234560167
3,0.029081729487273448,0.029081729487273448,0.029081729487273448,0.029081729487273448,0.029081729487273448,0.029081729487273448,0.029081729487273448,0.029081729487273448,0.029081729487273448,0.029081729487273448,0.029081729487273448,0.029081729487273448,0.029081729487273448,0.029081729487273448,0.029081729487273448,0.029081729487273448,0.029081729487273448,0.029081729487273448
4,0.1380646503720588,0.1380646503720588,0.1380646503720588,0.1380646503720588,0.1380646503720588,0.1380646503720588,0.1380646503720588,0.1380646503720588,0.1380646503720588,0.1380646503720588,0.1380646503720588,0.1380646503720588,0.1380646503720588,0.1380646503720588,0.1380646503720588,0.1380646503720588,0.1380646503720588,0.1380646503720588
5,1.6534279316842242,1.6534279316842242,1.6534279316842242,1.6534279316842242,1.6534279316842242,1.6534279316842242,1.6534279316842242,1.6534279316842242,1.6534279316842242,1.6534279316842242,1.6534279316842242,1.6534279316842242,1.6534279316842242,1.6534279316842242,1.6534279316842242,1.6534279316842242,1.6534279316842242,1.6534279316842242
6,0.6463100571535568,0.6463100571535568,0.6463100571535568,0.6463100571535568,0.6463100571535568,0.6463100571535568,0.6463100571535568,0.6463100571535568,0.6463100571535568,0.6463100571535568,0.6463100571535568,0.6463100571535568,0.6463100571535568,0.6463100571535568,0.6463100571535568,0.6463100571535568,0.6463100571535568,0.6463100571535568
7,2.2146477126733717,2.2146477126733717,2.2146477126733717,2.2146477126733717,2.2146477126733717,2.2146477126733717,2.2146477126733717,2.2146477126733717,2.2146477126733717,2.2146477126733717,2.2146477126733717,2.2146477126733717,2.2146477126733717,2.2146477126733717,2.2146477126733717,2.2146477126733717,2.2146477126733717,2.2146477126733717
8,2.8924650471874824,2.8924650471874824,2.8924650471874824,2.8924650471874824,2.8924650471874824,2.8924650471874824,2.8924650471874824,2.8924650471874824,2.8924650471874824,2.8924650471874824,2.8924650471874824,2.8924650471874824,2.8924650471874824,2.8924650471874824,2.8924650471874824,2.8924650471874824,2.8924650471874824,2.8924650471874824
9,0.4133723788689047,0.4133723788689047,0.4133723788689047,0.4133723788689047,0.4133723788689047,0.4133723788689047,0.4133723788689047,0.4133723788689047,0.4133723788689047,0.4133723788689047,0.4133723788689047,0.4133723788689047,0.4133723788689047,0.4133723788689047,0.4133723788689047,0.4133723788689047,0.4133723788689047,0.4133723788689047
